 Persistent EPS in the Last Four Seasons, Net Income to Total Assets, Per Share Net profit before tax (Yuan ¥), Net profit before tax/Paid-in capital, ROA(C) before interest and depreciation before interest, ROA(B) before interest and depreciation after tax, ROA(A) before interest and % after tax, Debt ratio %,Class
18,76,15,15,43,48,49,21,1
14,51,8,8,25,29,18,14,1
22,80,17,17,50,56,56,18,1
17,75,13,13,43,47,46,20,1
9,50,6,7,7,6,6,28,1
21,79,17,16,47,52,53,19,1
12,50,8,7,20,22,19,19,1
15,72,11,11,43,46,44,23,1
11,71,8,8,39,44,42,28,1
19,75,15,15,42,46,46,13,1
16,72,13,13,41,45,45,21,1
14,51,11,11,6,6,4,14,1
18,74,14,14,44,48,46,15,1
16,75,13,13,42,46,47,21,1
11,60,8,9,24,27,29,24,1
23,80,18,18,49,54,57,19,1
16,64,12,13,32,34,32,11,1
20,78,15,15,46,51,51,19,1
18,76,15,15,40,44,47,14,1
22,80,17,17,50,56,56,19,1
20,78,16,15,47,53,50,16,1
20,78,16,16,46,50,51,19,1
15,55,9,9,32,36,25,24,1
19,76,15,15,43,48,49,18,1
16,43,12,12,24,23,15,12,1
18,72,14,14,38,42,43,16,1
21,79,17,16,47,52,53,19,1
17,75,13,13,43,47,47,20,1
17,74,13,13,40,44,45,21,1
15,70,12,12,35,37,38,21,1
22,80,17,17,50,55,56,18,1
21,79,16,16,49,53,53,16,1
17,74,13,13,40,44,45,21,1
21,79,17,16,48,54,54,13,1
16,42,13,13,29,20,11,10,1
21,79,17,17,48,53,54,8,1
20,78,16,16,45,51,52,17,1
19,76,15,15,43,48,49,17,1
21,79,17,16,49,54,54,17,1
19,77,15,15,45,49,50,19,1
20,78,16,16,46,51,52,16,1
20,78,16,16,46,50,51,19,1
18,75,14,14,42,47,47,15,1
16,61,12,12,31,33,29,18,1
18,74,14,13,43,47,46,20,1
15,71,11,12,36,40,39,22,1
21,78,16,16,46,51,52,12,1
19,76,15,15,42,47,48,16,1
20,76,15,15,44,48,50,21,1
16,64,13,13,32,34,32,11,1
22,80,17,17,50,55,56,19,1
19,76,15,15,41,46,47,15,1
16,73,11,11,38,43,44,20,1
17,74,13,13,40,45,46,21,1
21,78,16,16,46,51,52,13,1
21,79,16,16,46,51,53,19,1
17,77,13,14,46,50,50,24,1
21,79,17,16,48,53,54,14,1
17,72,13,13,39,42,41,16,1
20,78,16,16,47,52,52,8,1
15,74,11,11,40,46,44,21,1
20,78,16,16,45,51,52,18,1
18,75,14,14,42,47,46,20,1
21,79,16,16,49,53,53,16,1
21,79,17,17,48,53,53,7,1
19,73,13,14,44,48,44,20,1
19,78,15,15,44,49,52,17,1
18,75,15,14,41,45,46,20,1
20,76,14,15,44,49,49,23,1
21,79,17,16,48,53,54,19,1
18,74,14,13,43,47,46,20,1
19,76,15,15,44,49,49,18,1
19,79,16,16,46,50,53,23,1
18,74,14,14,41,45,47,22,1
19,77,14,14,43,48,49,16,1
16,64,12,12,33,34,32,13,1
22,80,17,17,49,56,55,18,1
20,77,16,16,44,49,51,16,1
17,74,13,13,40,44,45,20,1
19,76,15,15,41,46,47,16,1
16,71,13,13,37,40,39,18,1
17,72,13,13,38,42,41,16,1
16,56,8,8,38,41,22,32,1
19,76,15,15,45,49,49,19,1
15,64,12,12,33,34,32,15,1
20,78,16,16,45,51,52,18,1
14,62,11,12,26,28,28,25,1
14,53,9,9,26,30,22,14,1
22,80,17,17,50,56,56,18,1
20,76,16,16,43,48,49,7,1
19,76,16,16,50,50,48,17,1
19,74,15,15,44,47,46,13,1
21,79,17,16,48,53,54,19,1
19,77,15,15,45,49,50,18,1
21,80,17,17,48,53,54,11,1
20,76,15,15,44,49,48,19,1
19,74,15,15,49,52,46,22,1
19,75,14,14,48,52,47,20,1
22,80,17,17,48,55,56,19,1
21,79,17,16,49,54,54,18,1
15,42,11,11,24,21,11,8,1
21,79,16,16,46,51,52,13,1
20,79,16,16,46,51,53,17,1
21,79,17,16,49,54,53,18,1
21,81,17,17,47,52,56,13,1
15,71,12,12,36,40,39,19,1
18,71,15,15,37,41,43,16,1
15,49,9,9,24,26,16,10,1
23,80,18,18,49,54,57,19,1
22,80,17,17,50,56,56,20,1
14,57,10,10,14,16,10,18,1
20,78,16,16,44,49,52,11,1
16,74,13,13,40,46,46,19,1
18,74,14,15,40,45,46,11,1
21,79,16,16,48,53,53,20,1
23,80,18,18,49,55,57,19,1
15,70,13,13,36,39,41,20,1
21,80,17,17,49,55,54,18,1
16,44,7,7,37,39,12,29,1
17,74,13,14,40,45,45,21,1
16,70,13,13,35,39,39,13,1
20,79,17,17,47,52,54,15,1
20,78,16,16,45,50,52,10,1
21,79,17,16,48,53,54,21,1
20,78,16,16,48,52,51,11,1
20,78,16,16,45,49,51,18,1
16,71,13,13,37,40,41,18,1
19,77,15,15,44,49,50,19,1
17,75,14,14,44,49,47,18,1
20,78,16,16,45,50,51,19,1
16,71,13,13,37,40,42,20,1
15,42,11,11,20,18,10,11,1
17,71,13,13,37,41,41,18,1
11,69,8,8,36,41,40,28,1
18,75,14,14,41,46,47,15,1
18,74,13,13,43,48,44,22,1
17,75,13,13,43,47,46,20,1
21,80,17,17,48,53,54,9,1
19,77,15,15,44,48,50,19,1
15,64,12,12,33,34,32,17,1
20,78,16,15,47,53,50,16,1
19,77,15,15,45,49,50,19,1
19,77,15,15,45,51,51,18,1
20,78,16,16,47,52,52,16,1
15,70,13,13,35,38,39,20,1
18,74,14,14,42,46,46,15,1
19,77,15,15,44,49,51,19,1
17,72,13,13,39,42,42,14,1
18,74,15,14,43,47,46,19,1
21,79,16,16,46,52,53,12,1
17,69,13,13,39,43,41,15,1
17,76,13,13,43,47,48,22,1
20,79,16,16,46,51,53,17,1
15,47,11,11,22,24,20,18,1
21,79,16,16,49,55,53,19,1
21,79,17,17,45,51,54,16,1
11,68,8,8,34,38,39,28,1
17,72,14,14,39,44,43,18,1
16,59,12,12,27,30,29,12,1
16,66,12,13,31,34,35,15,1
16,74,12,12,40,45,46,21,1
16,72,12,12,38,42,41,16,1
19,75,15,15,41,46,46,15,1
19,79,16,16,44,49,53,22,1
18,75,14,14,41,46,47,15,1
21,79,16,16,46,51,53,19,1
21,78,16,16,46,51,53,18,1
16,70,13,13,36,39,39,15,1
17,70,12,12,37,41,40,14,1
22,80,17,17,49,56,55,18,1
19,76,15,15,43,48,49,18,1
12,53,7,7,27,32,25,35,1
20,79,16,16,46,51,52,17,1
19,76,15,15,46,50,48,20,1
19,76,15,15,45,49,49,19,1
12,50,8,7,23,25,19,20,1
17,71,13,13,38,41,41,18,1
18,75,15,14,41,45,46,20,1
18,75,14,14,43,47,46,20,1
16,73,13,13,41,45,45,21,1
20,78,16,16,45,50,51,19,1
21,79,16,16,49,54,53,19,1
21,79,16,16,48,53,53,22,1
14,54,8,8,31,36,26,28,1
10,67,8,8,33,36,37,24,1
21,79,17,16,49,55,53,18,1
18,76,14,14,42,47,49,21,1
17,72,13,13,39,43,44,17,1
18,75,14,14,42,46,47,14,1
19,76,15,15,43,48,48,14,1
19,75,15,15,46,50,48,21,1
18,73,14,14,39,45,45,15,1
21,79,16,16,48,54,53,19,1
20,79,16,16,47,51,53,23,1
18,75,14,14,42,47,46,20,1
13,52,8,8,24,26,17,23,1
13,50,8,7,26,28,17,23,1
18,74,14,14,43,47,46,19,1
19,76,14,14,43,48,49,17,1
20,77,15,15,45,50,51,20,1
18,75,14,14,41,46,47,15,1
20,76,16,16,45,50,51,23,1
20,79,17,17,47,53,54,14,1
18,75,14,14,41,45,46,20,1
16,60,11,11,32,34,29,18,1
17,74,13,14,41,45,45,21,1
21,79,16,16,49,53,53,16,1
19,73,15,15,40,44,44,11,1
18,69,13,13,36,41,37,10,1
20,76,16,16,50,51,48,16,1
20,77,15,15,44,49,50,21,1
19,77,14,14,43,48,49,16,1
21,79,17,16,48,53,54,19,1
11,70,8,8,37,42,41,28,1
13,72,9,10,38,42,42,16,1
20,77,16,15,47,53,50,16,1
21,80,17,17,48,53,54,18,1
18,74,14,14,41,46,46,15,1
19,76,15,15,44,49,49,10,1
22,80,17,17,48,55,56,20,1
18,74,14,14,42,47,46,18,1
15,72,12,12,41,45,44,24,1
17,74,13,14,41,45,45,20,1
19,73,15,15,40,44,44,11,1
17,71,13,13,38,42,41,16,1
20,78,16,16,44,49,52,11,1
19,76,15,15,48,51,48,15,1
20,78,16,16,47,52,52,16,1
19,76,15,15,44,49,50,18,1
18,75,14,14,42,47,46,20,1
17,43,14,14,37,20,13,17,1
21,79,17,16,49,53,54,16,1
11,71,8,8,37,41,42,29,1
13,51,9,8,21,24,19,16,1
11,71,8,8,39,44,42,28,1
19,75,15,15,43,48,48,10,1
21,79,16,16,49,55,53,19,1
15,72,12,12,42,45,44,24,1
15,73,12,12,40,44,45,24,1
21,80,17,17,47,52,54,13,1
19,76,15,15,46,51,49,18,1
20,78,16,16,45,51,52,18,1
1,64,0,0,27,30,30,31,1
20,77,16,16,44,49,50,13,1
18,75,14,14,42,47,46,20,1
21,79,17,17,48,53,53,7,1
20,79,16,16,46,51,52,17,1
19,74,15,15,42,46,46,14,1
18,74,14,14,41,46,46,15,1
18,74,13,13,43,48,44,22,1
17,75,14,13,43,47,47,20,1
21,79,17,16,49,54,54,18,1
19,77,15,15,46,51,51,21,1
16,61,12,12,31,33,29,19,1
16,74,11,11,39,45,45,20,1
19,76,15,15,44,49,49,18,1
13,55,10,10,19,20,15,24,1
14,57,9,9,28,33,29,17,1
19,76,15,15,43,48,49,16,1
15,50,9,9,27,27,18,12,1
12,50,8,7,23,25,18,21,1
18,71,15,15,37,41,43,16,1
19,76,15,15,46,51,49,19,1
13,52,8,7,29,32,22,26,1
19,77,16,16,44,49,51,13,1
21,79,17,17,47,52,54,13,1
21,79,17,16,49,54,53,18,1
19,77,15,15,43,48,50,20,1
18,75,14,14,42,47,46,21,1
20,78,16,16,47,52,52,16,1
21,79,16,16,46,51,53,16,1
20,79,17,17,47,53,54,17,1
15,70,12,12,33,37,37,22,1
19,76,15,15,43,48,49,17,1
17,74,14,15,44,48,46,18,1
12,60,9,10,24,27,29,23,1
17,74,14,15,44,48,46,18,1
13,66,9,9,34,38,36,26,1
18,75,14,14,41,45,46,20,1
14,56,9,9,28,33,27,17,1
16,71,13,13,37,40,41,18,1
21,79,17,16,50,55,55,14,1
16,66,13,13,32,34,35,15,1
19,76,15,15,41,46,47,16,1
5,67,3,3,30,33,34,30,1
19,77,15,15,45,49,50,18,1
20,78,16,16,45,49,51,18,1
21,80,17,17,49,55,54,18,1
18,75,14,14,41,46,47,15,1
20,79,16,16,46,51,52,16,1
23,80,18,18,48,54,56,21,1
19,77,15,15,45,49,50,18,1
21,79,17,16,46,52,53,13,1
20,79,16,16,47,51,53,23,1
20,78,15,15,46,51,52,19,1
18,74,15,14,43,47,46,18,1
20,78,16,16,44,50,53,18,1
17,72,13,13,39,43,44,18,1
16,74,13,13,40,46,46,19,1
16,71,12,12,37,41,43,20,1
21,79,17,17,49,53,54,16,1
17,75,14,14,44,49,47,18,1
18,74,15,15,44,48,46,18,1
19,76,15,15,42,46,49,16,1
16,43,14,14,37,20,13,17,1
11,54,8,9,4,4,2,20,1
22,80,17,17,49,55,55,18,1
14,70,10,11,35,40,39,24,1
19,75,15,15,42,46,46,13,1
20,78,16,16,50,54,52,9,1
18,68,14,14,34,36,37,2,1
21,79,17,16,48,53,54,19,1
12,69,9,9,35,39,40,27,1
22,80,17,17,48,55,55,18,1
19,76,15,15,47,52,49,15,1
9,66,7,7,31,34,35,28,1
19,76,14,14,43,48,49,17,1
21,79,17,16,48,53,54,17,1
20,77,16,16,45,51,51,17,1
19,77,15,15,45,50,50,16,1
20,78,16,16,47,52,52,16,1
12,59,9,9,24,28,29,23,1
21,78,16,16,47,52,53,18,1
18,74,14,15,40,45,46,12,1
22,80,17,17,50,56,56,17,1
18,75,14,15,41,46,47,13,1
21,79,16,16,46,51,53,19,1
14,48,10,9,25,27,18,20,1
21,79,16,16,48,54,53,19,1
14,62,11,11,32,34,31,17,1
17,71,13,13,37,41,42,19,1
17,76,13,13,42,47,48,20,1
20,76,16,16,44,49,50,23,1
17,73,13,13,39,43,44,15,1
14,56,9,9,29,34,28,19,1
19,76,15,15,44,48,49,17,1
20,77,15,15,44,49,50,22,1
19,77,15,15,46,51,51,21,1
19,76,15,15,46,51,48,19,1
22,80,18,18,53,58,56,16,1
19,77,15,15,44,50,51,16,1
20,78,16,16,45,50,51,18,1
17,72,13,13,39,44,43,17,1
21,79,17,16,49,54,54,17,1
20,78,16,16,45,51,52,18,1
20,78,16,16,47,52,52,16,1
19,76,15,15,42,46,49,17,1
18,70,14,14,36,41,39,12,1
15,70,11,12,34,39,38,23,1
15,64,10,10,34,38,34,25,1
21,79,17,16,49,54,54,17,1
22,80,18,18,49,54,56,20,1
18,76,15,15,40,45,47,15,1
20,76,16,16,44,48,50,22,1
19,78,15,15,44,49,51,16,1
16,75,13,13,42,46,47,21,1
19,76,14,14,43,48,49,17,1
19,78,16,15,45,50,52,21,1
17,71,13,13,37,41,41,17,1
18,69,14,14,35,40,38,9,1
21,79,17,17,49,54,55,16,1
21,79,17,16,50,55,55,14,1
21,79,17,17,47,53,54,13,1
16,74,11,11,38,45,45,21,1
21,79,17,17,48,53,54,8,1
20,79,17,16,46,51,54,16,1
11,67,8,8,32,36,36,27,1
16,71,13,13,37,40,39,18,1
18,74,14,15,45,49,46,15,1
15,70,12,12,33,37,37,22,1
20,77,15,15,45,50,51,20,1
21,79,16,16,46,51,52,13,1
17,74,13,13,40,46,46,19,1
21,78,16,16,46,51,52,19,1
19,74,15,15,42,46,45,12,1
20,79,17,17,47,53,54,15,1
20,77,16,16,44,49,50,14,1
18,72,14,14,38,42,43,15,1
19,62,15,15,38,36,30,5,1
17,74,14,15,44,48,46,18,1
18,70,14,14,34,38,39,9,1
20,77,16,16,44,49,50,11,1
21,79,17,16,48,53,54,17,1
18,69,14,14,34,38,39,8,1
14,58,8,8,32,36,30,27,1
19,72,12,14,43,47,43,21,1
16,71,12,12,43,46,45,22,1
18,75,14,14,41,45,46,20,1
21,79,17,17,48,53,53,7,1
23,80,18,18,49,55,56,19,1
19,77,15,15,45,51,51,18,1
18,74,14,14,43,47,46,19,1
16,74,11,11,38,45,46,20,1
20,78,16,15,46,51,51,19,1
19,78,15,15,44,49,51,16,1
19,76,15,15,42,46,49,17,1
15,70,11,12,36,40,39,23,1
12,71,8,8,38,43,42,29,1
17,75,13,13,41,46,47,21,1
18,75,14,14,42,46,47,14,1
19,79,16,16,44,49,53,22,1
18,69,14,14,34,38,39,8,1
17,70,12,12,37,41,40,15,1
19,74,15,15,42,46,46,14,1
21,79,17,16,48,53,54,19,1
16,70,13,13,34,38,39,19,1
24,80,19,19,49,54,56,22,1
18,76,14,14,45,50,49,21,1
20,76,15,15,45,50,51,23,1
18,73,14,14,39,44,44,14,1
19,75,15,15,43,48,48,10,1
18,75,14,15,41,46,46,12,1
19,76,15,15,42,46,49,17,1
16,71,13,13,37,40,39,18,1
21,79,17,17,47,52,54,13,1
19,75,15,15,47,50,48,21,1
15,57,11,11,2,3,0,7,1
16,71,13,13,37,40,41,19,1
21,79,17,17,48,53,54,12,1
21,79,17,16,46,52,53,13,1
18,75,14,14,41,46,47,14,1
20,76,14,15,44,49,49,22,1
17,71,13,13,37,41,41,17,1
20,76,15,15,43,49,48,13,1
19,78,15,15,44,49,51,15,1
10,60,7,7,20,23,23,28,1
19,77,16,16,44,49,50,12,1
10,55,7,7,20,22,21,24,1
20,78,16,16,46,50,51,19,1
9,61,7,7,24,27,29,25,1
17,76,13,13,42,47,48,20,1
22,80,17,17,49,55,56,20,1
12,71,9,9,38,43,42,29,1
19,74,14,14,41,47,46,17,1
16,47,12,12,24,26,19,16,1
17,74,13,13,40,44,45,21,1
17,71,13,13,38,42,41,17,1
14,70,10,11,35,40,40,24,1
17,72,13,13,39,42,42,14,1
16,71,13,13,37,40,41,19,1
21,80,17,17,47,52,55,12,1
17,69,13,13,35,38,39,13,1
19,77,15,15,45,50,50,16,1
19,77,14,14,43,48,49,15,1
17,75,14,15,43,48,47,18,1
22,80,17,17,49,56,55,18,1
20,78,16,16,46,51,52,17,1
20,78,16,16,46,51,51,16,1
19,74,15,15,43,47,46,12,1
17,74,13,13,40,44,45,20,1
10,56,7,7,20,22,21,24,1
21,79,16,16,48,54,53,20,1
20,79,17,17,47,53,54,15,1
22,80,17,17,49,55,56,17,1
19,79,16,16,46,50,53,23,1
17,76,13,13,42,47,48,20,1
21,79,16,16,49,53,53,16,1
16,74,11,11,38,44,45,21,1
19,73,15,15,40,44,44,11,1
12,58,8,8,20,22,19,26,1
17,74,14,13,40,45,46,19,1
21,79,17,17,48,53,53,7,1
17,69,13,13,35,38,40,16,1
17,74,13,13,40,45,46,21,1
15,70,13,13,36,38,40,20,1
17,71,13,13,37,41,41,16,1
16,64,13,13,32,34,33,12,1
19,76,15,15,45,50,50,21,1
21,79,17,16,49,54,53,18,1
13,57,9,10,20,22,18,24,1
17,76,13,13,42,47,48,20,1
17,74,14,15,44,48,46,18,1
16,42,12,12,24,21,11,7,1
19,77,15,15,46,50,50,16,1
21,79,16,16,46,52,53,7,1
21,79,17,16,49,54,54,18,1
16,62,12,12,25,31,30,11,1
19,77,15,15,43,48,50,19,1
21,79,17,16,49,55,53,18,1
19,76,15,15,44,49,50,11,1
20,78,16,15,46,51,52,21,1
19,77,15,15,45,50,51,18,1
20,79,16,16,46,51,52,17,1
24,80,18,18,48,54,56,22,1
17,60,13,13,27,30,29,11,1
20,78,16,15,46,51,51,19,1
17,71,13,13,37,41,41,17,1
17,76,14,13,45,50,49,19,1
19,78,16,16,44,49,53,22,1
14,61,9,9,33,37,32,26,1
22,80,17,17,50,56,56,18,1
22,80,17,17,49,55,56,20,1
21,80,17,17,47,52,54,13,1
18,75,14,14,41,45,46,21,1
18,74,15,14,43,47,46,19,1
22,79,17,17,48,54,54,9,1
16,71,13,13,37,40,39,18,1
21,81,17,17,47,52,56,13,1
20,78,16,16,45,50,51,19,1
18,70,14,14,35,39,38,10,1
16,73,11,11,38,43,44,20,1
18,74,14,14,41,46,46,22,1
19,77,14,14,45,49,50,21,1
20,79,17,16,44,50,54,17,1
11,68,8,8,34,38,39,28,1
19,76,15,15,43,48,48,14,1
18,75,14,14,41,46,47,14,1
19,77,15,15,45,49,50,18,1
20,79,16,16,46,51,53,16,1
18,62,14,14,36,35,30,7,1
20,77,16,16,44,49,51,15,1
19,76,15,15,44,49,50,18,1
20,79,16,16,46,51,52,17,1
16,60,12,12,28,31,29,14,1
19,77,15,15,44,49,51,20,1
14,45,10,10,15,14,11,14,1
10,70,8,8,35,39,39,20,1
18,75,14,14,41,46,46,22,1
20,78,16,16,45,51,52,17,1
21,78,16,16,47,52,53,18,1
21,79,16,16,49,53,53,16,1
17,69,13,13,34,37,38,16,1
19,76,15,15,43,48,49,17,1
22,80,17,17,49,56,55,18,1
19,78,15,15,44,50,51,17,1
21,79,17,17,48,53,54,12,1
16,73,12,12,43,48,44,22,1
11,71,8,8,39,44,42,29,1
21,79,16,16,46,51,53,19,1
20,78,16,16,47,52,52,18,1
16,67,13,13,32,35,35,15,1
18,74,14,14,41,46,46,15,1
19,76,15,15,45,49,49,21,1
13,56,10,10,3,3,1,13,1
21,79,17,16,49,54,53,17,1
17,76,13,13,43,47,48,21,1
22,80,18,18,48,54,56,20,1
17,74,13,13,40,44,45,21,1
16,71,13,13,37,41,40,18,1
20,78,16,15,45,51,52,20,1
16,64,12,12,33,34,32,12,1
20,79,16,16,46,51,53,17,1
16,71,13,13,37,40,39,18,1
18,74,15,15,44,48,46,17,1
19,76,15,15,43,48,49,17,1
21,79,17,16,48,53,54,19,1
20,78,15,15,45,51,52,20,1
19,76,14,14,46,51,48,18,1
19,77,15,15,45,50,51,18,1
21,79,16,16,49,53,53,16,1
19,74,15,15,42,46,46,14,1
18,75,14,14,42,47,46,21,1
20,78,16,16,44,50,52,18,1
15,72,12,12,41,44,44,24,1
21,78,16,16,46,51,52,19,1
21,79,17,16,48,53,54,19,1
9,50,6,7,7,6,6,28,1
15,70,13,13,35,38,39,20,1
20,77,17,17,47,50,50,18,1
18,76,15,15,43,48,49,22,1
19,76,14,14,47,52,49,18,1
20,77,16,15,46,52,50,16,1
21,78,16,16,45,51,52,19,1
19,77,15,15,44,49,51,18,1
19,77,15,15,46,50,50,16,1
16,66,13,13,32,34,35,15,1
22,80,17,17,50,55,56,20,1
16,74,13,13,40,46,46,20,1
20,78,16,15,46,51,51,19,1
19,76,14,14,47,52,49,18,1
21,79,17,16,48,53,54,21,1
19,76,14,14,43,48,49,17,1
21,80,17,17,47,52,55,13,1
20,78,16,15,45,51,52,21,1
18,71,15,15,37,41,43,16,1
18,76,15,15,43,48,49,20,1
18,69,14,14,36,41,37,10,1
19,76,15,15,43,48,49,15,1
18,75,14,14,41,46,47,14,1
13,72,9,10,38,43,43,16,1
17,72,13,13,40,43,44,19,1
18,76,14,14,45,49,49,19,1
14,54,8,8,32,37,26,29,1
19,78,15,15,44,49,52,17,1
9,51,6,7,6,6,6,29,1
19,77,15,15,47,51,51,21,1
22,80,17,17,49,55,56,20,1
16,70,13,13,36,39,40,15,1
20,78,16,16,49,53,51,10,1
21,79,16,16,46,51,53,19,1
20,78,16,16,46,51,53,22,1
21,78,16,16,46,51,53,17,1
20,78,16,16,45,50,51,18,1
20,79,17,17,45,51,54,16,1
18,75,14,14,42,47,47,15,1
21,78,16,16,46,51,52,12,1
21,79,17,16,46,52,53,13,1
21,79,17,17,48,53,54,17,1
21,80,17,17,48,53,54,17,1
19,77,15,15,46,50,50,16,1
20,79,16,16,46,51,53,17,1
18,75,14,14,41,46,47,15,1
13,51,8,7,25,27,17,23,1
15,72,11,11,38,42,41,16,1
18,74,14,14,42,47,46,19,1
17,76,13,15,46,50,50,25,1
19,76,15,15,41,46,47,14,1
21,79,17,16,49,54,54,17,1
21,79,17,16,49,53,54,14,1
16,66,12,13,31,34,35,15,1
17,73,13,13,40,44,44,21,1
13,46,9,10,13,13,11,16,1
10,65,8,8,32,35,35,27,1
19,77,15,15,44,49,50,10,1
21,79,17,16,49,53,54,16,1
20,78,16,16,45,51,52,17,1
21,79,17,16,47,52,53,19,1
17,71,13,13,37,41,41,16,1
20,78,16,16,45,50,51,18,1
16,67,12,13,31,34,35,16,1
20,78,16,16,44,50,53,18,1
20,78,16,16,46,51,52,16,1
21,79,17,16,49,54,54,18,1
18,74,15,15,44,48,46,17,1
20,79,16,16,48,53,53,11,1
19,78,15,15,44,49,51,15,1
14,73,11,11,42,46,44,23,1
15,70,13,13,34,38,39,20,1
18,75,14,14,43,47,46,14,1
14,72,11,11,43,47,44,23,1
18,74,14,15,41,46,46,11,1
15,72,12,12,41,44,44,24,1
20,78,16,16,44,49,52,11,1
19,78,15,15,44,50,52,17,1
20,78,16,16,45,51,52,18,1
22,80,18,18,50,55,56,19,1
18,75,14,14,41,46,47,15,1
15,55,8,8,35,39,24,31,1
20,78,16,16,45,50,51,19,1
18,77,14,14,42,47,49,20,1
16,64,12,12,23,33,32,10,1
19,75,15,15,44,49,47,14,1
19,76,15,15,43,47,49,17,1
16,72,12,12,37,42,43,20,1
21,78,16,16,46,52,53,18,1
16,72,12,12,38,43,43,16,1
17,74,13,13,40,45,45,19,1
17,71,14,14,37,41,42,16,1
21,79,17,16,46,52,53,19,1
17,75,13,13,41,46,47,21,1
18,74,13,13,42,47,45,22,1
21,79,17,16,47,52,53,19,1
22,80,17,17,49,56,55,18,1
20,78,16,16,47,52,52,6,1
22,80,17,17,49,55,56,17,1
19,77,16,16,44,49,50,12,1
19,77,15,15,46,51,51,20,1
17,73,12,12,43,48,44,22,1
21,79,17,16,49,54,53,17,1
20,76,15,15,43,49,48,13,1
16,69,12,12,33,37,37,20,1
21,79,17,17,48,53,54,17,1
19,74,15,15,43,47,46,11,1
20,77,16,16,45,51,51,16,1
18,76,14,14,45,49,49,19,1
17,69,13,13,35,38,40,16,1
15,65,12,12,32,34,33,16,1
15,61,9,9,33,37,31,26,1
19,77,15,15,44,49,50,19,1
16,70,13,13,37,40,40,16,1
20,79,16,16,47,52,53,16,1
18,73,14,14,39,43,43,14,1
19,76,15,15,43,48,49,16,1
19,76,15,15,44,48,49,17,1
21,79,17,16,49,54,55,17,1
18,75,14,14,41,47,47,15,1
18,70,14,14,35,40,38,10,1
21,79,16,16,46,51,53,16,1
16,71,13,13,42,46,46,21,1
20,77,16,16,44,49,51,11,1
18,76,14,14,42,47,49,21,1
20,79,16,16,46,51,52,17,1
18,73,14,14,39,45,45,15,1
18,75,14,14,41,46,47,14,1
17,74,13,13,41,45,46,21,1
12,48,9,9,12,13,14,19,1
20,78,16,16,44,49,52,17,1
16,72,12,12,38,43,44,19,1
18,74,15,14,43,47,46,19,1
17,75,14,14,44,49,47,18,1
17,76,13,15,46,50,50,26,1
21,79,17,16,48,53,54,19,1
19,77,15,15,43,48,50,19,1
15,73,12,12,40,44,45,24,1
21,79,17,16,48,53,54,18,1
21,79,17,17,49,54,54,17,1
18,74,14,15,42,47,46,11,1
21,79,17,16,46,52,53,13,1
19,76,15,15,47,52,50,20,1
15,70,11,12,36,40,39,23,1
16,71,13,13,37,40,42,20,1
21,79,16,16,45,51,52,19,1
16,48,11,11,24,27,19,15,1
20,79,17,16,44,50,54,17,1
21,79,16,16,46,52,53,11,1
18,75,14,14,42,47,47,15,1
19,76,15,15,43,48,49,17,1
19,77,15,15,45,49,50,18,1
16,74,13,13,40,46,46,20,1
20,76,15,15,45,50,51,23,1
20,79,17,16,46,51,54,16,1
16,72,12,12,42,45,44,23,1
21,79,16,16,49,53,53,14,1
19,76,14,14,43,48,49,17,1
22,79,17,17,48,54,55,19,1
19,76,14,14,47,52,49,17,1
14,72,10,11,38,42,42,16,1
12,50,8,7,20,22,19,19,1
18,71,14,14,37,41,42,16,1
21,79,16,16,46,51,53,19,1
18,72,14,14,39,45,43,19,1
18,75,14,14,41,45,46,20,1
19,74,14,14,49,52,46,21,1
16,68,13,13,34,37,39,15,1
18,74,15,14,43,47,46,19,1
21,80,17,17,47,52,54,12,1
20,78,16,16,45,51,52,17,1
16,71,13,13,37,40,40,18,1
21,79,17,16,48,53,54,19,1
17,75,13,13,42,46,47,21,1
21,79,17,16,49,54,55,17,1
16,74,11,11,38,45,46,20,1
14,64,9,9,33,37,34,26,1
17,73,13,14,40,44,44,20,1
22,80,18,18,56,60,57,15,1
18,74,14,14,43,47,46,19,1
22,80,17,17,49,55,56,17,1
15,73,11,11,38,44,45,22,1
20,79,17,16,46,51,53,17,1
19,76,15,15,46,51,48,19,1
18,75,14,14,43,48,47,14,1
20,76,15,15,44,49,50,21,1
20,78,16,16,45,51,52,17,1
19,76,15,15,44,49,49,10,1
21,80,17,17,49,55,54,18,1
19,78,15,15,44,49,52,17,1
18,75,14,14,42,47,47,20,1
21,80,17,17,47,52,55,12,1
18,75,14,14,40,45,47,15,1
15,70,12,12,33,37,37,22,1
16,71,13,13,37,40,42,20,1
16,69,13,13,35,38,40,15,1
19,76,15,15,48,52,49,15,1
21,79,17,17,48,53,54,12,1
17,76,13,13,42,47,48,20,1
17,69,13,13,33,37,37,17,1
15,53,8,8,31,34,22,25,1
19,74,15,15,48,52,46,21,1
15,72,12,12,41,44,44,24,1
19,76,15,15,43,48,49,17,1
16,71,13,13,37,41,40,18,1
19,77,15,15,45,49,50,18,1
11,69,8,8,36,40,40,28,1
21,79,16,16,49,53,53,14,1
19,72,13,14,42,46,43,21,1
15,70,13,13,35,38,39,20,1
22,80,17,17,50,55,56,20,1
17,76,14,14,43,48,48,22,1
20,76,14,15,44,49,49,22,1
11,53,8,7,20,22,20,21,1
